state,name,lon,lat,region,cluster
NY,High Sheldon,-78.384796,42.726593,NE,0
NY,High Sheldon,-78.415497,42.767693,NE,0
NY,High Sheldon,-78.3452,42.754292,NE,0
NY,High Sheldon,-78.423798,42.775192,NE,0
NY,High Sheldon,-78.34389499999997,42.752193,NE,0
NY,High Sheldon,-78.412193,42.777992,NE,0
NY,High Sheldon,-78.4151,42.761391,NE,0
NY,High Sheldon,-78.370193,42.718491,NE,0
NY,High Sheldon,-78.425499,42.765892,NE,0
NY,High Sheldon,-78.403397,42.734894,NE,0
NY,High Sheldon,-78.358498,42.777794,NE,0
NY,High Sheldon,-78.4272,42.761692,NE,0
NY,High Sheldon,-78.397598,42.755192,NE,0
NY,High Sheldon,-78.39859799999998,42.75259000000001,NE,0
NY,High Sheldon,-78.4095,42.751293,NE,0
NY,High Sheldon,-78.356697,42.761192,NE,0
NY,High Sheldon,-78.41179699999998,42.757294,NE,0
NY,High Sheldon,-78.4076,42.774193,NE,0
NY,High Sheldon,-78.41499300000002,42.765392,NE,0
NY,High Sheldon,-78.412094,42.780891,NE,0
NY,High Sheldon,-78.3946,42.747993,NE,0
NY,High Sheldon,-78.424797,42.758991,NE,0
NY,High Sheldon,-78.40909599999998,42.776093,NE,0
NY,High Sheldon,-78.360893,42.708992,NE,0
NY,High Sheldon,-78.383301,42.724392,NE,0
NY,High Sheldon,-78.407494,42.74649,NE,0
NY,High Sheldon,-78.396599,42.750294,NE,0
NY,High Sheldon,-78.426796,42.779491,NE,0
NY,High Sheldon,-78.3918,42.727093,NE,0
NY,High Sheldon,-78.360596,42.767193,NE,0
NY,High Sheldon,-78.362595,42.710892,NE,0
NY,High Sheldon,-78.37269599999998,42.707092,NE,0
NY,High Sheldon,-78.3759,42.71339,NE,0
NY,High Sheldon,-78.38229399999999,42.722294,NE,0
NY,High Sheldon,-78.406494,42.739594,NE,0
NY,High Sheldon,-78.4104,42.731491,NE,0
NY,High Sheldon,-78.4076,42.724491,NE,0
