lon,lat,cluster
-76.14859799999998,40.850792,-1
-78.937798,39.857693,2
-70.957298,42.347091999999996,0
-75.457497,42.894192,-1
-75.549095,43.758392,-1
-75.588699,43.809891,-1
-73.921295,44.944092,-1
-67.808899,46.548691,-1
-77.495827,42.172871,1
-70.623802,41.74139,0
-76.060295,41.516490999999995,-1
-79.010696,39.778793,2
-79.385574,39.929733,2
-79.3918,39.918194,2
-71.983597,42.590691,0
-75.535797,42.928191999999996,-1
-70.097771,41.272144,0
-72.003899,42.110889,0
-79.74047900000002,42.26545,1
-70.730202,41.970591999999996,0
-73.641396,44.804592,-1
-78.230293,42.566593,1
-74.057999,44.911892,-1
-73.983696,44.917590999999994,-1
-78.244095,42.664390999999995,1
-78.62861600000002,40.376549,2
-71.4869,41.581593,0
-68.093292,46.05587,-1
-78.272095,42.726292,1
-73.025764,42.225765,0
-69.334999,44.49638,3
-78.703499,40.639191,2
-71.116997,41.74609,0
-68.527878,44.778003999999996,-1
-71.2687,41.599090999999994,0
-68.02020300000001,46.667389,-1
-71.899597,42.47699,0
-70.63299599999998,44.679489000000004,3
-79.18465400000002,39.755249,2
-68.3666,45.40419,-1
-70.369438,44.610981,3
-78.24799300000002,40.753391,2
-71.1539,41.620490999999994,0
-70.7285,42.175090999999995,0
-79.102692,42.580894,1
-79.012596,39.979893,2
-79.71820100000002,39.762691,2
-70.560097,44.415690999999995,3
-78.86799599999998,42.818591999999995,1
-78.86179399999997,42.806393,1
-67.986603,45.489792,-1
-67.959503,45.584990999999995,-1
-78.802994,40.040592,2
-76.032524,38.818397999999995,-1
-72.077698,42.589092,0
-76.03699499999998,43.565189000000004,-1
-76.454895,39.959492,-1
-78.856026,39.773888,2
-75.164902,38.78289,-1
-71.010597,41.62669,0
-71.707817,41.675499,0
-71.703789,41.667122,0
-71.721161,41.695499,0
-71.729477,41.68652700000001,0
-71.699883,41.659915999999996,0
-71.702179,41.672016,0
-71.25131999999998,41.614353,0
-75.435799,41.606792,-1
-78.245193,42.685593,1
-73.145027,41.964752000000004,0
-76.968399,42.887093,1
-78.307854,42.51987800000001,1
-67.80722800000001,46.557860999999995,-1
-74.043701,42.353592,0
-75.448891,42.974724,-1
-78.187935,42.740818,1
